Date,Close,High,Low,Open,Volume,Ticker
,AAPL,AAPL,AAPL,AAPL,AAPL,
2020-01-02,72.53850555419922,72.59888386623527,71.29229630932706,71.54588227171874,135480400,AAPL
2020-01-03,71.83330535888672,72.594070846621,71.6086997390569,71.76568192376371,146322800,AAPL
2020-01-06,72.40567779541016,72.44432080433776,70.7030121336898,70.95418800651902,118387200,AAPL
2020-01-07,72.06517028808594,72.67136376993946,71.84539226049357,72.41536021481039,108872000,AAPL
2020-01-08,73.22441101074219,73.52630260685811,71.76808624589498,71.76808624589498,132079200,AAPL
2020-01-09,74.7797622680664,74.97296995476395,73.95137344000949,74.20254195863613,170108400,AAPL
2020-01-10,74.94879913330078,75.51394659034878,74.44645484641248,75.01401242394427,140644800,AAPL
2020-01-13,76.550048828125,76.57661912211044,75.14685723047293,75.26520375211625,121532000,AAPL
2020-01-14,75.5163803100586,76.69738393857047,75.39321353332888,76.48726853727727,161954400,AAPL
2020-01-15,75.19274139404297,76.19743749233605,74.76043057245047,75.31591552157606,121923600,AAPL
2020-01-16,76.13465118408203,76.24575261001203,75.37388575466262,75.73615570871007,108829200,AAPL
2020-01-17,76.97752380371094,76.97993392443253,76.07667669301796,76.38339587903954,137816400,AAPL
2020-01-21,76.45586395263672,77.04756709065205,76.31819960849738,76.6056010131108,110843200,AAPL
2020-01-22,76.7287826538086,77.28184283508286,76.6345889237427,76.94130817856995,101832400,AAPL
2020-01-23,77.09827423095703,77.17797035715289,76.23365270464286,76.78189247630218,104472000,AAPL
2020-01-24,76.87609100341797,78.08848500678306,76.68529344990502,77.34462735281411,146537600,AAPL
2020-01-27,74.61553955078125,75.29660147871274,73.63257861706,74.88361578521364,161940000,AAPL
2020-01-28,76.7263412475586,76.89781358300051,75.3980184372133,75.49703974934148,162234000,AAPL
2020-01-29,78.3323974609375,79.18011122783992,77.61752038824181,78.3589677479383,216229200,AAPL
2020-01-30,78.21891021728516,78.27204343737134,76.98236331753509,77.41467418230894,126743200,AAPL
2020-01-31,74.75077056884766,77.9314960376563,74.45612410034879,77.50884783770134,199588400,AAPL
2020-02-03,74.54548645019531,75.71199229580401,72.99014040911702,73.49248476536589,173788400,AAPL
2020-02-04,77.00653076171875,77.19732836608448,75.74583081853675,76.15157146520623,136616400,AAPL
2020-02-05,77.63445281982422,78.43386124893598,77.03066957303884,78.13437974665777,118826800,AAPL
2020-02-06,78.54252624511719,78.54494373627665,77.34704001476739,77.90493506301061,105425600,AAPL
2020-02-07,77.47491455078125,78.29074458151754,76.98347942731122,78.04139587134095,117684000,AAPL
2020-02-10,77.84290313720703,77.84290313720703,75.97884171109904,76.05872699723375,109348800,AAPL
2020-02-11,77.3732681274414,78.41182135364971,77.1553917397899,78.33919835373061,94323200,AAPL
2020-02-12,79.21070098876953,79.21554005883662,77.82354276759801,77.82354276759801,113730400,AAPL
2020-02-13,78.64662170410156,78.97343988034811,78.27865296968668,78.48200469564426,94747600,AAPL
2020-02-14,78.666015625,78.91536443873161,78.15763246837311,78.61517213781144,80113600,AAPL
2020-02-18,77.22557830810547,77.40714314738784,76.16281523598434,76.34438007526671,152531200,AAPL
2020-02-19,78.34403228759766,78.57401741875222,77.46768033586122,77.46768033586122,93984000,AAPL
2020-02-20,77.54029846191406,78.59337615293093,77.03433859303921,78.10436411115981,100566000,AAPL
2020-02-21,75.78515625,77.57660179653178,75.16783878997336,77.13357947900434,129554000,AAPL
2020-02-24,72.18534088134766,73.63785968182607,70.01867143670297,71.96262546916086,222195200,AAPL
2020-02-25,69.74027252197266,73.23842524425972,69.26820830101296,72.85593184219474,230673600,AAPL
2020-02-26,70.84660339355469,72.11271828103145,69.35777309270347,69.36503539122887,198054800,AAPL
2020-02-27,66.21548461914062,69.23672624207228,66.07991679515257,68.05050408823062,320605600,AAPL
2020-02-28,66.1767578125,67.3992989911438,62.0637108077199,62.27917132496963,426510000,AAPL
2020-03-02,72.33784484863281,72.97453333535833,67.23224297649529,68.3361564954498,341397200,AAPL
2020-03-03,70.04045104980469,73.59427823904339,69.18830204720706,73.5143929639958,319475600,AAPL
2020-03-04,73.28926086425781,73.44903883256075,70.962813265488,71.76411894811032,219178400,AAPL
2020-03-05,70.91195678710938,72.51698353207479,70.54640393192855,71.54137556338232,187572800,AAPL
2020-03-06,69.97026062011719,70.40359752261656,68.08198888011519,68.26839282499563,226176800,AAPL
2020-03-09,64.43614196777344,67.3218077915113,63.6687248096994,63.8502896142898,286744800,AAPL
2020-03-10,69.07694244384766,69.34323899980069,65.21082178320125,67.0918381105168,285290000,AAPL
2020-03-11,66.67787170410156,68.0795543718944,65.81362127140751,67.15236648355659,255598800,AAPL
2020-03-12,60.09312057495117,65.36334381218688,60.03744172378647,61.95960879581329,418474000,AAPL
2020-03-13,67.29277801513672,67.76484959839499,61.23577335258076,64.12629016039305,370732000,AAPL
2020-03-16,58.63576126098633,62.719754836954735,58.10074857584745,58.572816419236986,322423600,AAPL
2020-03-17,61.2139778137207,62.36388471818226,57.71340624039025,59.91881387267281,324056000,AAPL
2020-03-18,59.71546173095703,60.52161001969285,57.403535489415574,58.04506677199188,300233600,AAPL
2020-03-19,59.25792694091797,61.20914333463061,58.73259973445275,59.88977278720958,271857200,AAPL
2020-03-20,55.49590301513672,60.96463541715743,55.195714466288855,59.83893112943769,401693200,AAPL
2020-03-23,54.31693649291992,55.31675472983707,51.470001124172114,55.215078862447456,336752800,AAPL
2020-03-24,59.76630783081055,59.96239727698541,56.72085964919753,57.21955717748085,287531200,AAPL
2020-03-25,59.43706512451172,62.51882454095762,59.14171936553053,60.703176199981115,303602000,AAPL
2020-03-26,62.564823150634766,62.62292153490078,59.640418371654654,59.679153090462734,252087200,AAPL
2020-03-27,59.97450256347656,61.94266302499107,59.80746231049624,61.187354431284916,204216800,AAPL
2020-03-30,61.6860466003418,61.85792960202071,60.376358043352745,60.700756687792804,167976400,AAPL
2020-03-31,61.5601692199707,63.545277612218875,61.00579280749305,61.87730561089299,197002000,AAPL
2020-04-01,58.32105255126953,60.211747296676954,57.890138928877285,59.67431503612997,176218400,AAPL
2020-04-02,59.29423522949219,59.34749454652656,57.350281239576255,58.18305925799057,165934000,AAPL
2020-04-03,58.44209289550781,59.48064217824671,57.85140134510496,58.77859292542469,129880000,AAPL
2020-04-06,63.540428161621094,63.69535964141811,60.37151755059765,60.73948627952092,201820400,AAPL
2020-04-07,62.80447769165039,65.77488277079468,62.700382304932994,65.55699908413254,202887200,AAPL
2020-04-08,64.41194915771484,64.72665861508077,63.240251523791564,63.605797071493534,168895200,AAPL
2020-04-09,64.87673950195312,65.38028340961694,64.0802804727914,65.04862618518483,161834800,AAPL
2020-04-13,66.1501235961914,66.25906545571533,64.35383885573385,64.95421592166439,131022800,AAPL
