Date,Close,High,Low,Open,Volume,Ticker
,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,
2020-01-02,68.0260238647461,68.0260238647461,66.92314114168889,67.01856949811031,27278000,GOOGL
2020-01-03,67.67015075683594,68.27800878406994,66.96438444234923,66.99818593237907,23408000,GOOGL
2020-01-06,69.47384643554688,69.499191867548,67.14729959032974,67.17860597671533,46768000,GOOGL
2020-01-07,69.33963775634766,69.75663905800377,69.16319808583698,69.60554481533951,34330000,GOOGL
2020-01-08,69.83318328857422,70.17165323614945,69.21638380759072,69.32522809814863,35314000,GOOGL
2020-01-09,70.56629180908203,71.00813806104328,70.09014352664377,70.67264858012106,33200000,GOOGL
2020-01-10,71.02205657958984,71.31927765300694,70.55685186767951,71.04740959554844,26258000,GOOGL
2020-01-13,71.57225799560547,71.64432031834885,70.84362615810883,71.33467681431922,30730000,GOOGL
2020-01-14,71.10307312011719,71.7014816325608,70.96290727350438,71.57076533929069,26076000,GOOGL
2020-01-15,71.53101348876953,71.60954490077435,71.15626204571724,71.2238574561662,21550000,GOOGL
2020-01-16,72.07574462890625,72.10258409230669,71.57076987035354,71.84164444347402,26080000,GOOGL
2020-01-17,73.53498840332031,73.58617980749594,72.39333666717486,72.69105070603683,52424000,GOOGL
2020-01-21,73.6706771850586,74.04990309397813,73.07226106696393,73.50913987084401,48930000,GOOGL
2020-01-22,73.75118255615234,74.58170422346583,73.6910497265724,74.04244265452762,28458000,GOOGL
2020-01-23,73.79193878173828,74.22981863138573,73.57474315642993,73.93409160833068,26650000,GOOGL
2020-01-24,72.87146759033203,74.264609339692,72.72285326500032,74.196020446127,29786000,GOOGL
2020-01-27,71.15973663330078,71.40079126440537,70.55187853238326,71.15029466332358,34132000,GOOGL
2020-01-28,72.09263610839844,72.30635072302904,71.09163568309349,71.65724377248847,29724000,GOOGL
2020-01-29,72.40078735351562,72.77057128358875,71.8386602655739,72.48826018621243,21566000,GOOGL
2020-01-30,72.27901458740234,72.3287119542439,71.32225116475159,71.4763258946086,27110000,GOOGL
2020-01-31,71.2119140625,73.04541551332758,70.92761599710025,72.95545516302556,43822000,GOOGL
2020-02-03,73.68806457519531,73.8719668380353,72.39631214725966,72.64680873440162,71636000,GOOGL
2020-02-04,71.83964538574219,72.92960498779594,70.67761588319917,72.29094114165238,95880000,GOOGL
2020-02-05,71.8714599609375,72.7924349696494,71.05784279922015,72.74422404612974,36376000,GOOGL
2020-02-06,73.35853576660156,73.63637232384788,72.09163595154612,72.166185790709,37822000,GOOGL
2020-02-07,73.51461029052734,73.81977931403027,72.83369636110099,72.93210519951582,28360000,GOOGL
2020-02-10,74.9832992553711,74.9942352555109,73.32027642689937,73.4211727832516,38302000,GOOGL
2020-02-11,75.0528793334961,76.0379762977609,74.82375421140046,75.21242207126672,34852000,GOOGL
2020-02-12,75.47883605957031,75.56183438962064,74.98380380484578,75.34115772589581,31042000,GOOGL
2020-02-13,75.21839141845703,75.84264589938986,74.75168510837082,75.04989966377812,22914000,GOOGL
2020-02-14,75.48379516601562,75.54940357919031,74.82871969441815,75.27504801856062,23198000,GOOGL
2020-02-18,75.51908111572266,76.0717661917454,75.10009280139383,75.26560406846556,25642000,GOOGL
2020-02-19,75.7889633178711,76.08071636687094,75.59562667949956,75.90476963599502,22746000,GOOGL
2020-02-20,75.3973159790039,75.89830913388566,74.76460545939334,75.49771179166399,25962000,GOOGL
2020-02-21,73.7308120727539,75.09712201651912,73.48379648553163,74.78051645575131,42520000,GOOGL
2020-02-24,70.56977081298828,71.39085061066245,69.92017084559518,70.72832007360728,49560000,GOOGL
2020-02-25,68.90276336669922,71.41419813520963,68.6095238769189,71.1234461681275,51580000,GOOGL
2020-02-26,69.10902404785156,70.26211217876279,68.41717420286913,69.33318169882985,49776000,GOOGL
2020-02-27,65.35553741455078,68.06181060451775,65.32024947597561,67.55186841887534,62290000,GOOGL
2020-02-28,66.56330108642578,66.72234329446091,63.032474577890135,63.33565660786584,80198000,GOOGL
2020-03-02,68.90276336669922,68.95991571747211,65.86498244629246,67.1666772889554,55430000,GOOGL
2020-03-03,66.48725128173828,69.98974398483931,66.0657754377629,69.46737937518863,56602000,GOOGL
2020-03-04,68.66817474365234,68.72682112865719,66.45146576661222,67.5429195091109,47598000,GOOGL
2020-03-05,65.34609985351562,67.27801792596884,64.69401237722127,66.87641946790515,54380000,GOOGL
2020-03-06,64.40076446533203,64.74916932165483,62.48574738930903,63.118950843139224,64640000,GOOGL
2020-03-09,60.42709732055664,62.2630863308669,59.54488749938329,59.88882544645496,69252000,GOOGL
2020-03-10,63.378395080566406,63.41219277978511,60.36347573939006,62.34559154156711,54872000,GOOGL
2020-03-11,60.18405532836914,62.471837004879546,59.20194638434587,62.04141969656754,54732000,GOOGL
2020-03-12,55.24617004394531,59.08315897707702,55.093088793643375,55.79637143545041,94326000,GOOGL
2020-03-13,60.3515510559082,60.35801254815982,55.28294645939998,58.39925895072103,79400000,GOOGL
2020-03-16,53.330162048339844,56.93205724294151,53.03592525411457,54.15570870045383,96520000,GOOGL
2020-03-17,55.569732666015625,55.96436530296989,52.14228995066624,54.206907526555774,83194000,GOOGL
2020-03-18,54.2342414855957,54.9201266387837,51.54089119835191,52.68105643511553,93044000,GOOGL
2020-03-19,55.25213623046875,57.28693382235737,52.4628645755933,54.08662553826409,74064000,GOOGL
2020-03-20,53.09209060668945,56.58464493927345,52.788411827604236,56.20790275611239,82878000,GOOGL
2020-03-23,52.39228439331055,53.02747485160064,50.1427750747484,52.503616205473385,83672000,GOOGL
2020-03-24,56.163673400878906,56.32868416003358,53.99766260580898,54.86993383822624,72468000,GOOGL
2020-03-25,54.75263214111328,56.96684986626529,53.82767934990259,55.89378707783456,90324000,GOOGL
2020-03-26,57.79935836791992,58.2248082107235,54.27599070550208,55.403725907105226,76562000,GOOGL
2020-03-27,55.18205642700195,57.209399009277156,54.870922668179226,56.03742683865371,62794000,GOOGL
2020-03-30,56.97380828857422,57.206911181337766,54.59706354301612,56.294384625975866,58736000,GOOGL
2020-03-31,57.75114440917969,58.320229711089624,56.49716369317986,57.094085740236096,65228000,GOOGL
2020-04-01,54.77648162841797,56.13433910735604,54.3485480977298,55.864954811381466,51970000,GOOGL
2020-04-02,55.51853561401367,55.803823383140355,54.330660062313505,54.67211048377667,56410000,GOOGL
2020-04-03,54.30928421020508,55.60600782911399,53.433539690003485,55.403225429150275,51374000,GOOGL
2020-04-06,58.80681610107422,59.18256098616777,55.91466119321334,56.312278078480674,63320000,GOOGL
2020-04-07,58.7755012512207,60.67511173994874,58.51158493407439,60.48773225444198,61620000,GOOGL
2020-04-08,59.99021530151367,60.38286092047919,58.844585905708094,59.796378118878934,40334000,GOOGL
2020-04-09,59.968849182128906,60.735252757849885,59.265566503734924,60.54589006586889,54028000,GOOGL
2020-04-13,60.159698486328125,60.363974915536076,58.76406930235187,59.71685497525445,38702000,GOOGL
2020-04-14,62.88436508178711,63.407226488370725,61.06079837954769,61.62889402662632,63358000,GOOGL
2020-04-15,62.490234375,63.37542481357006,61.332178567879424,61.95394940052852,42236000,GOOGL
2020-04-16,62.49668884277344,63.288441650273576,61.54092256683585,62.979294861812654,57896000,GOOGL
2020-04-17,63.568756103515625,64.11547646224443,62.922629630137145,63.702949618348256,51050000,GOOGL
2020-04-20,62.68157958984375,63.4604093963553,62.44748319710315,63.11597467307343,35292000,GOOGL
2020-04-21,60.246681213378906,62.127400172608,59.89081376639411,61.76507502527567,49648000,GOOGL
2020-04-22,62.54539489746094,63.61249290623694,61.49121608131031,61.68555001229297,46296000,GOOGL
2020-04-23,63.179588317871094,64.02352974441634,62.65076219224261,62.90970725510592,34202000,GOOGL
2020-04-24,63.4494743347168,63.504643497506756,61.8291906441307,62.375911018169745,37402000,GOOGL
2020-04-27,63.164180755615234,64.31925591423104,62.87590871213602,64.21487854624797,44186000,GOOGL
2020-04-28,61.262088775634766,63.8550354856194,61.152247202565185,63.77750516480673,80700000,GOOGL
2020-04-29,66.70892333984375,67.60206537544184,65.94102959510484,66.84908159981156,108358000,GOOGL
2020-04-30,66.93357849121094,67.09759574643829,65.68108791378218,66.17115269463649,55842000,GOOGL
2020-05-01,65.47332000732422,67.16865756370748,65.09260772996299,65.80980292210437,48872000,GOOGL
2020-05-04,65.75067138671875,65.82870983791979,64.41418896676213,65.01657907161132,30806000,GOOGL
2020-05-05,67.04888153076172,68.14182931592569,66.35355821217384,66.47631898349688,39666000,GOOGL
2020-05-06,66.8704605102539,68.02652928655007,66.85555053948435,67.49521558758094,31732000,GOOGL
2020-05-07,68.05584716796875,68.38985022390831,67.22383896520404,67.65972429115318,30652000,GOOGL
2020-05-08,68.80435943603516,69.4156909343303,68.1915339072327,68.67911114249046,33326000,GOOGL
2020-05-11,69.76111602783203,70.35455708546392,68.36499380036295,68.42910818632103,32718000,GOOGL
2020-05-12,68.34909057617188,70.29491745169202,68.31578962162713,69.99124247517625,33918000,GOOGL
2020-05-13,67.01458740234375,68.85356454541251,66.00464552096055,68.39779422915657,40368000,GOOGL
2020-05-14,67.43854522705078,67.4638906564595,65.77054750152047,66.27850266936504,36660000,GOOGL
2020-05-15,68.24372100830078,68.31926435025449,66.55087063007173,67.01111546423947,41544000,GOOGL
2020-05-18,68.84610748291016,69.22284584833687,67.30633843808062,67.67314188002902,47094000,GOOGL
